TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
1,0.0215957,0.1138935,0.0635858,0.02482931,0.02033859,0.093629,0.0166155,0.001345082,0.05703872,0.02649889,0.002190676,0.003399392,0.007940422,0.001130204,0.004514245,0.001642714,0.01033044,0.1338134,0.02365816,0.01271938,0.0004103528,0.06702669,0.000615009,0.03736091,0.06892332,0.000578871,0.00470798,0.000151921,0.001101582,3.766247E-05,0.01462714,0.0001340618,0.007772304,0.000408116,0.001373238,0.01340766,0.02200499,0.09552692,0.006827347,0.0213827,0.1511567,0.06627873,0.03688436,0.05839649,0.04047183,0.2295157,0.2278461,0.100403,0.2962125,0.004136512,0.0447675,0.2089141,0.02325727,0.1166864,0.0335294,0.02686071,1.255807,0.9479932,4.276521,2.617312,0.7544245,0.2451636,0.9127123,0.2128313,0.08230491,2.430502,0.001341091,0.0244333,0.1771927,0.3669898,10.64856,11.28319,24.34507,26.38657,49.50089,1.3914E-22,39.88771,84.43754
2,0.02158419,0.1140022,0.06360539,0.02483341,0.02034939,0.09359094,0.01662561,0.001344491,0.05703824,0.02649432,0.002182136,0.003399499,0.007939882,0.001133992,0.004514062,0.001641948,0.01033035,0.1337773,0.02365709,0.01272374,0.000409526,0.06700639,0.0006131177,0.03736145,0.06890872,0.0005769429,0.004709836,0.0001508026,0.001103894,3.763202E-05,0.01461195,0.0001340792,0.007770947,0.0004081532,0.001379375,0.01340204,0.02199006,0.09552678,0.006827672,0.02138452,0.1511581,0.06627322,0.03687333,0.05840171,0.04047827,0.2295421,0.2278928,0.1003994,0.2962802,0.004136127,0.04476912,0.2089388,0.02325891,0.1166666,0.03354036,0.02685641,1.255847,0.9033619,4.268403,2.631995,0.7653114,0.2452158,0.9130378,0.2128724,0.08229227,2.432431,0.00134108,0.02443318,0.1771966,0.3670523,10.64903,11.28367,24.35336,26.38844,49.50325,1.391771E-22,39.89096,84.4372
3,0.02157307,0.1141102,0.06362485,0.02483773,0.02036014,0.09355467,0.01663566,0.001343904,0.05703764,0.02648977,0.002173722,0.003399603,0.007939281,0.001137791,0.004513978,0.001641169,0.01033027,0.1337439,0.02365596,0.01272818,0.000412351,0.0670235,0.0006153569,0.03735127,0.06889436,0.000574598,0.004710855,0.0001508651,0.001105898,3.76375E-05,0.01460185,0.0001340955,0.007769606,0.0004081885,0.001400199,0.01337165,0.0219883,0.09552602,0.006827977,0.02138634,0.1511647,0.0662714,0.03686249,0.05840668,0.04048444,0.2295658,0.2279386,0.1004012,0.2963499,0.00413575,0.0447707,0.2089642,0.02326018,0.1166471,0.0335512,0.02685244,1.255877,0.8846808,4.248837,2.662719,0.7604979,0.2442291,0.9133117,0.2129137,0.08227696,2.434434,0.001341068,0.02443314,0.1771994,0.3671164,10.64948,11.28437,24.36575,26.39054,49.50626,1.390961E-22,39.89468,84.44148
4,0.02156229,0.1142175,0.06364414,0.0248422,0.0203709,0.09352002,0.01664569,0.001343321,0.0570373,0.02648524,0.002165423,0.003399716,0.007938682,0.001141614,0.004513899,0.001640391,0.0103302,0.1337126,0.02365474,0.01273265,0.0004095352,0.06709174,0.0006148953,0.03737024,0.06888037,0.0005739121,0.004712655,0.0001507608,0.001108525,3.771452E-05,0.01458621,0.0001341112,0.007768281,0.0004082199,0.001408226,0.01336348,0.02197918,0.09552472,0.006828248,0.02138815,0.1511744,0.06627389,0.03685179,0.05841198,0.0404899,0.2295879,0.2279841,0.1004065,0.2964227,0.004135374,0.04477226,0.2089909,0.02326119,0.1166289,0.03356196,0.02684722,1.255897,0.8728451,4.231676,2.649877,0.7693667,0.2453228,0.9135549,0.2129558,0.08225995,2.436583,0.001341056,0.02443321,0.1772017,0.3671819,10.64998,11.28526,24.38037,26.39302,49.50935,1.390329E-22,39.89793,84.44836
5,0.02155175,0.1143241,0.06366333,0.02484667,0.02038163,0.09348615,0.01665568,0.001342746,0.05703699,0.02648074,0.002157226,0.00339983,0.007938085,0.00114545,0.00451384,0.001639613,0.01033013,0.133683,0.02365347,0.01273713,0.0004062295,0.06714273,0.0006153217,0.03738185,0.06886709,0.0005732067,0.00471298,0.0001497086,0.001110207,3.787185E-05,0.0145767,0.0001341257,0.007766966,0.0004082503,0.001402185,0.01337064,0.02196238,0.09552305,0.006828488,0.02138991,0.1511994,0.06628148,0.03684139,0.05841766,0.04049494,0.229609,0.2280388,0.1004139,0.2964987,0.004135002,0.0447739,0.20902,0.02326204,0.1166127,0.03357264,0.02684174,1.255912,0.8719597,4.210221,2.629362,0.7723242,0.2454097,0.9137886,0.2129994,0.08224176,2.438888,0.001341047,0.0244335,0.1772049,0.3672499,10.65058,11.28611,24.3952,26.39584,49.51233,1.390109E-22,39.90042,84.45527
6,0.02154131,0.1144298,0.06368236,0.02485107,0.02039234,0.09345218,0.01666564,0.001342174,0.05703663,0.02647624,0.002149091,0.003399938,0.007937497,0.001149298,0.004513724,0.001638853,0.01033006,0.1336539,0.02365221,0.01274156,0.0004054024,0.06715642,0.0006115508,0.0373835,0.06885435,0.0005742342,0.004714403,0.0001517133,0.001110859,3.777786E-05,0.01456509,0.0001341392,0.007765663,0.0004082781,0.001407715,0.01336696,0.02195689,0.09552098,0.006828696,0.02139158,0.151236,0.06629291,0.03683082,0.05842271,0.04049993,0.2296275,0.2281013,0.1004202,0.2965758,0.004134634,0.04477567,0.2090512,0.02326273,0.1165997,0.03358319,0.02683622,1.255923,0.8757072,4.201732,2.614313,0.7620376,0.2472439,0.9140145,0.2130454,0.08222271,2.441331,0.001341035,0.02443397,0.1772095,0.3673191,10.65127,11.28694,24.41068,26.39886,49.51504,1.390013E-22,39.90253,84.46096
7,0.02153088,0.1145349,0.0637013,0.02485537,0.02040304,0.09341732,0.01667553,0.001341601,0.05703616,0.02647176,0.002140973,0.003400046,0.00793695,0.001153176,0.004513452,0.001638106,0.01033,0.1336234,0.02365089,0.01274589,0.0004055635,0.06721751,0.0006136721,0.03741059,0.06884228,0.0005760636,0.004712023,0.0001504898,0.001112291,3.796604E-05,0.014547,0.0001341519,0.007764373,0.000408305,0.001388969,0.01337815,0.02194571,0.09551873,0.006828872,0.02139325,0.1512795,0.06630339,0.03682051,0.05842793,0.04050485,0.2296449,0.2281697,0.1004266,0.296656,0.00413427,0.04477757,0.2090845,0.02326336,0.1165899,0.03359367,0.02683076,1.255934,0.8286185,4.192922,2.63698,0.7650231,0.2477197,0.9142299,0.2130933,0.08220278,2.443927,0.001341022,0.02443454,0.1772147,0.3673906,10.65203,11.28775,24.4241,26.40175,49.5171,1.389688E-22,39.90338,84.46631
8,0.02152067,0.1146391,0.06372013,0.02485987,0.02041373,0.09338352,0.01668538,0.001341032,0.05703588,0.02646732,0.002132948,0.003400157,0.007936402,0.001157069,0.004513239,0.001637373,0.01032995,0.133595,0.02364959,0.0127503,0.0004059622,0.06723755,0.0006068416,0.03742521,0.06883073,0.0005765458,0.004712716,0.0001508094,0.001112992,3.762337E-05,0.01453221,0.0001341646,0.007763096,0.0004083305,0.001403276,0.0133721,0.02194139,0.09551627,0.006829031,0.02139507,0.1513283,0.06631477,0.03681057,0.058433,0.04051002,0.2296618,0.2282379,0.1004364,0.2967359,0.004133913,0.04477963,0.2091199,0.02326399,0.116583,0.03360406,0.02682542,1.255946,0.8178989,4.148346,2.658448,0.759369,0.249273,0.9144266,0.2131414,0.08218297,2.446625,0.001341006,0.02443506,0.1772196,0.3674625,10.65278,11.28885,24.44295,26.40488,49.52045,1.389547E-22,39.90726,84.46836
9,0.02151062,0.1147427,0.06373885,0.02486426,0.02042441,0.09335001,0.01669515,0.001340464,0.05703582,0.02646288,0.002124973,0.003400263,0.00793591,0.001160966,0.004512999,0.001636644,0.01032991,0.1335672,0.02364827,0.01275466,0.0004088353,0.06726988,0.0006065071,0.0374097,0.06881981,0.0005788881,0.004710628,0.0001535765,0.001110617,3.776172E-05,0.01451606,0.0001341773,0.007761834,0.0004083546,0.001407818,0.01336347,0.02192746,0.09551375,0.006829167,0.02139683,0.1513838,0.06632771,0.03680037,0.05843764,0.04051488,0.229678,0.2283105,0.1004466,0.2968191,0.004133559,0.04478179,0.2091576,0.02326462,0.1165788,0.03361437,0.0268201,1.255959,0.8248304,4.117651,2.659075,0.7557666,0.2489399,0.9146115,0.2131913,0.08216321,2.449503,0.001340995,0.02443551,0.1772241,0.3675362,10.65359,11.29021,24.45873,26.40793,49.52306,1.388547E-22,39.90894,84.47523
10,0.02150068,0.1148455,0.06375746,0.02486869,0.02043508,0.09331647,0.01670487,0.001339895,0.05703571,0.02645846,0.002117052,0.003400364,0.007935418,0.001164873,0.004512739,0.001635918,0.01032988,0.1335392,0.02364688,0.012759,0.0004118411,0.06727689,0.0006124477,0.03739819,0.06880945,0.0005747378,0.004713873,0.0001538193,0.00110966,3.754889E-05,0.01450864,0.0001341911,0.007760575,0.0004083781,0.001402102,0.01336558,0.02192784,0.0955111,0.006829296,0.02139859,0.1514463,0.06634184,0.0367897,0.05844163,0.04051961,0.2296943,0.228387,0.1004569,0.2969069,0.004133211,0.04478407,0.2091977,0.02326528,0.1165769,0.03362461,0.02681478,1.255976,0.8200672,4.121655,2.630207,0.7498942,0.2473119,0.914785,0.2132428,0.08214438,2.452524,0.001340984,0.024436,0.1772291,0.367611,10.65444,11.29175,24.47222,26.41084,49.52517,1.388151E-22,39.91037,84.48029
