TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
11,0.0214908,0.1149476,0.06377599,0.02487308,0.02044571,0.09328268,0.01671453,0.001339331,0.05703554,0.02645406,0.002109174,0.003400457,0.007934909,0.001168787,0.00451249,0.001635204,0.01032984,0.1335115,0.02364545,0.01276326,0.0004106709,0.0672974,0.0006072458,0.03737637,0.06879969,0.00057326,0.004714091,0.0001543931,0.001112072,3.753971E-05,0.01449269,0.0001342053,0.007759322,0.0004084015,0.001407858,0.01335318,0.02192673,0.09550855,0.006829419,0.02140042,0.1515172,0.06635622,0.03677908,0.05844554,0.04052454,0.2297116,0.2284704,0.1004653,0.2970001,0.004132866,0.04478664,0.2092409,0.02326615,0.1165801,0.03363476,0.02680956,1.256006,0.850193,4.085798,2.620551,0.7508201,0.2469873,0.9149603,0.2132951,0.08212798,2.455559,0.00134098,0.02443673,0.1772356,0.3676871,10.65526,11.29317,24.47504,26.4131,49.52533,1.388627E-22,39.90795,84.48499
12,0.02148099,0.115049,0.06379443,0.02487746,0.02045636,0.09324776,0.01672413,0.001338766,0.05703506,0.02644968,0.002101313,0.003400533,0.007934373,0.001172716,0.00451224,0.001634494,0.01032981,0.1334835,0.02364396,0.01276747,0.0004084033,0.06725649,0.0006077282,0.0373765,0.06879067,0.0005761908,0.004714262,0.0001524073,0.001115115,3.765111E-05,0.01448054,0.0001342197,0.00775807,0.0004084243,0.001409022,0.01335504,0.02190753,0.09550625,0.006829546,0.02140232,0.1515923,0.06637015,0.03676881,0.05844988,0.04052958,0.2297307,0.2285569,0.1004728,0.2970957,0.004132527,0.04478942,0.2092858,0.02326716,0.1165862,0.03364483,0.02680445,1.256046,0.8448262,4.068601,2.622599,0.7525677,0.248903,0.9151234,0.2133464,0.08211415,2.458424,0.001340976,0.0244376,0.1772434,0.3677629,10.65603,11.2947,24.47827,26.41487,49.52608,1.388925E-22,39.90833,84.4827
13,0.02147129,0.1151498,0.06381281,0.02488192,0.02046698,0.09320803,0.0167337,0.001337775,0.05702981,0.02644532,0.002056184,0.003384816,0.00793206,0.001176282,0.004424111,0.001632518,0.01031318,0.1332714,0.02364191,0.0127398,0.000402352,0.06722935,0.0005476878,0.03703006,0.06877794,0.0005764636,0.004711294,0.0001514407,0.00111742,3.786236E-05,0.01446394,0.0001340338,0.007756286,0.0004077792,0.001358893,0.01336837,0.0218769,0.09538849,0.006827371,0.02139345,0.1515303,0.066034,0.03675906,0.0584106,0.04053374,0.229626,0.2272,0.1003277,0.2971898,0.004130519,0.04450283,0.2093009,0.02326789,0.1165811,0.03365483,0.02679948,1.255862,0.8622649,4.034278,2.629199,0.7525947,0.2501288,0.9152645,0.21317,0.08209361,2.461112,0.001327023,0.02305278,0.1760085,0.3664845,10.65622,11.29555,24.48648,26.41642,49.52795,1.388836E-22,39.9109,84.48233
14,0.02146169,0.1152506,0.06383108,0.02488638,0.0204774,0.09316583,0.01674307,0.001336627,0.05702294,0.02644096,0.002001093,0.003364462,0.007929172,0.001179717,0.004312541,0.001630089,0.01029143,0.1330107,0.02363938,0.01270202,0.0003969735,0.06721454,0.0005013926,0.03674031,0.06876458,0.000572985,0.004708336,0.0001515148,0.00111848,3.775034E-05,0.01444546,0.0001337858,0.007754207,0.000406923,0.001314666,0.01335575,0.02184895,0.09524076,0.006824359,0.02138151,0.1514317,0.06559915,0.03674974,0.05835676,0.04053857,0.2294946,0.2254495,0.1001376,0.2973029,0.004127903,0.04413781,0.209314,0.02326976,0.1165816,0.03366524,0.02679496,1.255657,0.9092453,3.99291,2.62604,0.7542835,0.2526856,0.9154184,0.2129329,0.08207501,2.463748,0.00131252,0.02185215,0.174654,0.3648612,10.65629,11.29601,24.48403,26.41759,49.52714,1.388773E-22,39.90773,84.48746
15,0.02145214,0.1153518,0.06384923,0.02489086,0.02048753,0.09312149,0.01675218,0.001335396,0.05701498,0.02643661,0.001944495,0.003343005,0.007925984,0.001183129,0.00419797,0.001627449,0.01026792,0.1327398,0.02363637,0.01266089,0.0003964869,0.06722634,0.0004677641,0.03642069,0.06875145,0.000572279,0.004703277,0.0001512312,0.001119192,3.761041E-05,0.01443225,0.0001335212,0.007751897,0.0004060194,0.001283775,0.01332831,0.02182071,0.09509058,0.006820978,0.02136914,0.1513316,0.06515415,0.03674125,0.05829922,0.04054474,0.2293679,0.223653,0.0999387,0.297441,0.004125038,0.04376298,0.2093342,0.02327318,0.116593,0.03367641,0.02679117,1.255492,0.9372535,3.976125,2.626889,0.7605818,0.2509961,0.9155894,0.2126891,0.08206101,2.466225,0.001301088,0.02111349,0.1735085,0.363212,10.6563,11.29645,24.47033,26.41818,49.52435,1.389257E-22,39.90269,84.48543
16,0.02144273,0.1154534,0.06386726,0.02489536,0.02049734,0.09307592,0.01676102,0.001334105,0.05700638,0.02643226,0.001888865,0.003321494,0.00792267,0.001186543,0.004086465,0.001624668,0.01024366,0.1324717,0.02363292,0.01261853,0.0003974466,0.06725019,0.0004292522,0.03607508,0.06873877,0.0005705078,0.004700914,0.0001506428,0.001120131,3.726094E-05,0.01440694,0.0001332552,0.007749395,0.0004051252,0.001261892,0.01326799,0.02180385,0.09494557,0.006817432,0.02135704,0.1512411,0.06473004,0.03673354,0.05824257,0.04055228,0.2292565,0.2219223,0.09974259,0.2976076,0.004122057,0.04339827,0.2093634,0.0232783,0.1166155,0.03368846,0.02678819,1.255385,0.9647324,3.968004,2.632948,0.7593347,0.2529069,0.9157721,0.2124528,0.08205244,2.468338,0.00129292,0.02073207,0.1726203,0.3616304,10.65623,11.29693,24.45547,26.41821,49.52204,1.389947E-22,39.90034,84.47675
17,0.0214334,0.1155556,0.06388521,0.02489981,0.02050685,0.09302942,0.01676961,0.001332765,0.05699721,0.02642793,0.001834765,0.003300194,0.007919274,0.001189982,0.00397968,0.001621776,0.01021898,0.1322084,0.02362914,0.01257573,0.0003939512,0.06723747,0.0004022389,0.03575052,0.06872658,0.0005699068,0.00469561,0.000152164,0.001117982,3.720217E-05,0.01437883,0.0001329926,0.007746725,0.0004042749,0.001235272,0.01318455,0.02178503,0.0948072,0.006813825,0.02134538,0.1511607,0.06433429,0.03672712,0.05818566,0.04056145,0.2291629,0.2202901,0.09955177,0.2978061,0.004119032,0.04304853,0.2094023,0.02328508,0.1166496,0.03370145,0.02678601,1.25534,0.9894338,4.008245,2.599504,0.7577153,0.2534584,0.9159722,0.2122294,0.08204973,2.469983,0.001287292,0.02055836,0.1719658,0.3601402,10.65611,11.29709,24.43711,26.41765,49.51905,1.390543E-22,39.89693,84.47101
18,0.02142406,0.1156585,0.06390305,0.02490423,0.02051605,0.09298195,0.016778,0.001331383,0.05698734,0.02642361,0.001782234,0.003279155,0.007915827,0.001193449,0.003877845,0.001618786,0.01019399,0.13195,0.0236251,0.01253272,0.0003899953,0.06726293,0.0003716042,0.03538037,0.06871478,0.000571349,0.004692336,0.0001497832,0.001120059,3.708828E-05,0.01435916,0.0001327374,0.007743924,0.0004034657,0.001205701,0.01311608,0.02175296,0.09467505,0.006810225,0.02133442,0.151091,0.0639682,0.0367223,0.05812998,0.04057238,0.2290879,0.2187665,0.0993673,0.2980355,0.004115997,0.04271409,0.2094499,0.02329333,0.1166943,0.03371535,0.02678473,1.255355,1.023669,4.048145,2.584139,0.7536179,0.2515236,0.9161797,0.2120192,0.08205237,2.471156,0.001283493,0.02048702,0.1714868,0.3587428,10.65591,11.29689,24.40711,26.41602,49.51378,1.391019E-22,39.88977,84.46563
19,0.02141467,0.115762,0.06392072,0.02490864,0.02052501,0.09293358,0.01678621,0.001329967,0.05697678,0.02641929,0.001731251,0.003258396,0.007912301,0.001196952,0.003780827,0.00161572,0.01016877,0.1316961,0.02362092,0.01248967,0.0003858418,0.06726535,0.0003473044,0.03499431,0.06870333,0.0005718468,0.004687915,0.0001504916,0.001119596,3.715816E-05,0.01433945,0.0001324903,0.007741021,0.0004026971,0.001191317,0.01300975,0.02175369,0.09454864,0.00680666,0.02132419,0.1510245,0.06362784,0.0367189,0.05807624,0.04058493,0.2290296,0.2173438,0.09918839,0.2982956,0.004112975,0.04239433,0.209505,0.02330294,0.1167464,0.03373016,0.02678434,1.255428,1.09944,4.005709,2.575397,0.7660639,0.2523978,0.9163814,0.2118198,0.0820597,2.4717,0.001280873,0.02045979,0.1711371,0.3574347,10.65556,11.29653,24.38328,26.41395,49.51005,1.391665E-22,39.88772,84.45258
20,0.02140535,0.1158662,0.06393832,0.0249131,0.02053372,0.09288423,0.01679421,0.001328513,0.05696541,0.026415,0.001681787,0.003237902,0.007908679,0.001200473,0.003688482,0.00161257,0.01014335,0.1314473,0.02361663,0.01244663,0.0003886357,0.06726786,0.0003286289,0.03465013,0.0686921,0.0005743285,0.00468149,0.0001494109,0.001120616,3.699003E-05,0.01432994,0.0001322501,0.007738044,0.0004019671,0.00116858,0.01293387,0.02170645,0.09442773,0.006803168,0.02131471,0.1509595,0.0633094,0.03671655,0.05802499,0.04059914,0.2289886,0.2160149,0.09901632,0.2985857,0.004109979,0.04208853,0.2095657,0.0233138,0.1168061,0.03374584,0.02678446,1.255551,1.160907,3.984963,2.558914,0.7737501,0.2516655,0.9165819,0.2116315,0.08207199,2.471697,0.001279025,0.02044939,0.1708828,0.3562096,10.65508,11.29639,24.36964,26.41182,49.50809,1.391791E-22,39.88878,84.44458
21,0.02139607,0.1159711,0.06395579,0.0249177,0.0205422,0.09283403,0.01680204,0.001327031,0.05695356,0.02641072,0.001633803,0.003217694,0.007905071,0.001204015,0.003600396,0.001609368,0.01011777,0.1312042,0.02361232,0.01240373,0.0003835333,0.06722071,0.0003153461,0.03426779,0.06868131,0.0005713595,0.004678504,0.0001489733,0.001120634,3.689983E-05,0.01430944,0.0001320173,0.00773501,0.0004012768,0.001145878,0.01283167,0.02167892,0.09431229,0.006799766,0.02130612,0.1509029,0.063015,0.03671513,0.05797689,0.04061516,0.2289655,0.2147784,0.09884971,0.2989064,0.004107018,0.04179629,0.2096335,0.02332605,0.116875,0.03376236,0.02678499,1.255736,1.230135,3.991339,2.545877,0.769363,0.2516469,0.9168063,0.2114553,0.08209065,2.471268,0.001277702,0.02044503,0.1707014,0.3550633,10.65451,11.29631,24.35158,26.40947,49.50447,1.392039E-22,39.88513,84.44468
22,0.02138676,0.1160767,0.06397314,0.02492224,0.02055043,0.09278298,0.01680973,0.001325523,0.05694121,0.02640647,0.001587237,0.003197784,0.007901473,0.001207601,0.003516385,0.001606518,0.01009209,0.1309657,0.02360814,0.0123611,0.000383732,0.06719361,0.0003042551,0.03387712,0.06867082,0.0005719927,0.004674812,0.0001489668,0.001119541,3.668375E-05,0.01428887,0.0001317934,0.007731944,0.000400627,0.001140081,0.01269613,0.0216645,0.0942022,0.006796493,0.02129841,0.1508534,0.06274246,0.03671531,0.05793208,0.04063286,0.2289595,0.213626,0.09868827,0.2992565,0.004104098,0.0415172,0.2097066,0.02333957,0.1169528,0.03377967,0.02678596,1.255978,1.218747,4.088664,2.53769,0.7649646,0.2519262,0.9170617,0.2112894,0.08211552,2.470436,0.001276742,0.02044282,0.1705751,0.3539914,10.65381,11.29601,24.3243,26.40672,49.4988,1.392845E-22,39.87843,84.44035
23,0.02137745,0.1161829,0.06399034,0.0249268,0.02055849,0.0927326,0.01681728,0.001323998,0.05692835,0.02640223,0.001542054,0.003178193,0.007897866,0.001211207,0.003436259,0.001603372,0.01006634,0.1307325,0.02360404,0.01231887,0.0003822076,0.06719767,0.0002961133,0.03347318,0.06866055,0.0005703265,0.004669997,0.0001493445,0.001118819,3.659274E-05,0.01427413,0.0001315759,0.007728857,0.0004000146,0.001140436,0.01257008,0.02164519,0.09409676,0.006793333,0.02129128,0.1508016,0.06249176,0.03671658,0.05788997,0.04065163,0.2289683,0.2125458,0.09853305,0.2996341,0.004101219,0.04125043,0.2097836,0.02335404,0.1170385,0.03379773,0.02678724,1.256269,1.241069,4.173275,2.489602,0.7632126,0.2509227,0.9173267,0.2111318,0.08214342,2.4691,0.001276035,0.02044097,0.1704869,0.3529877,10.65297,11.29528,24.2986,26.40364,49.49366,1.393649E-22,39.87437,84.42837
24,0.02136809,0.1162899,0.06400739,0.02493136,0.02056633,0.09268249,0.01682474,0.001322461,0.05691491,0.02639802,0.001498197,0.00315893,0.00789426,0.00121485,0.003359712,0.001600113,0.01004054,0.130503,0.02360008,0.01227711,0.0003831701,0.06712449,0.0002924864,0.03306322,0.06865042,0.0005700351,0.004664404,0.0001475747,0.00112008,3.652688E-05,0.01425059,0.0001313635,0.007725755,0.0003994378,0.001137918,0.01244287,0.02161982,0.0939956,0.006790285,0.02128478,0.150754,0.06226201,0.03671865,0.05785125,0.04067136,0.2289904,0.2115347,0.09838387,0.3000353,0.004098385,0.04099538,0.209863,0.0233692,0.1171298,0.03381652,0.0267888,1.256599,1.197951,4.240195,2.52717,0.7619402,0.2512803,0.9175894,0.2109821,0.08217301,2.467326,0.001275503,0.02043888,0.1704242,0.3520477,10.652,11.29384,24.26903,26.39986,49.48744,1.394288E-22,39.86811,84.41919
25,0.02135891,0.1163975,0.06402426,0.02493609,0.02057403,0.09264604,0.0168349,0.001322898,0.05691089,0.02639385,0.001455753,0.003140942,0.007889127,0.001218516,0.003268011,0.00160202,0.01001476,0.1303202,0.02360879,0.01227928,0.0003863476,0.06712419,0.0002875612,0.03265784,0.06863667,0.0005768574,0.004672902,0.0001467441,0.001121624,3.653466E-05,0.0142318,0.0001311522,0.007736763,0.0003991931,0.001149784,0.01228814,0.02164044,0.09389727,0.006786328,0.02130183,0.1506108,0.0621097,0.03672176,0.05783824,0.04091749,0.2292597,0.2106778,0.09832275,0.3004613,0.004093935,0.0407583,0.2099595,0.02338639,0.1172207,0.03383598,0.02679112,1.256875,1.259129,4.241207,2.510599,0.7652075,0.2515505,0.9178416,0.2106564,0.08219234,2.465131,0.001274703,0.02050293,0.1703275,0.3509912,10.65065,11.29237,24.25058,26.39601,49.48371,1.394589E-22,39.8677,84.40557
26,0.02134963,0.1165058,0.06404097,0.02494083,0.02058152,0.09261271,0.01684574,0.001323923,0.05690907,0.0263897,0.001414574,0.003123502,0.007883577,0.001222197,0.003175019,0.001605479,0.009989055,0.1301501,0.02362119,0.01229501,0.0003875355,0.06715332,0.0002836315,0.0322382,0.06862124,0.0005804418,0.004680633,0.0001475049,0.001121438,3.654998E-05,0.01421894,0.000130947,0.007752101,0.0003990655,0.001144143,0.01215255,0.02164844,0.09380197,0.006782217,0.02132622,0.1504352,0.06198604,0.03672576,0.05783509,0.04123179,0.2296029,0.2099171,0.09829055,0.3009089,0.004089045,0.04053358,0.2100614,0.02340411,0.1173145,0.03385618,0.0267939,1.257159,1.286714,4.315324,2.464454,0.758514,0.251917,0.9181011,0.2102881,0.08221135,2.462629,0.001273876,0.02055895,0.1702398,0.3499409,10.64916,11.29085,24.23102,26.3921,49.47945,1.394859E-22,39.86476,84.40121
