TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
1,0.01221079,0.1201336,0.07203988,0.01725977,0.01499968,0.04992616,0.01564275,0.001314337,0.05015762,0.03584076,0.001547663,0.003213762,0.008754299,0.002003851,0.005389617,0.002151278,0.01270633,0.09942096,0.02027914,0.009391084,0.0001815845,0.02841647,0.0006408558,0.0399044,0.03707544,0.0002548187,0.002656789,2.157929E-05,0.000164333,3.049404E-05,0.01041192,6.670592E-05,0.005548162,0.0002181825,0.00107209,0.008817334,0.01950426,0.0681356,0.004369441,0.0174491,0.1212242,0.05229414,0.05665869,0.07199366,0.03254401,0.1822721,0.190835,0.05970034,0.2711934,0.002818038,0.02703489,0.1742505,0.01733943,0.08059727,0.03989676,0.03699875,1.191613,0.9528859,2.311638,1.728893,0.6666033,0.2312545,0.7900694,0.1794746,0.1061705,1.769389,0.000760229,0.02498576,0.1578335,0.2361621,6.142604,9.839756,21.78024,22.39213,41.37929,1.887154,33.72511,71.75095
2,0.01219884,0.1202672,0.07205769,0.01726157,0.01500643,0.04986828,0.01565286,0.001313744,0.05015388,0.03583512,0.001540788,0.003214488,0.008753788,0.002011549,0.005389066,0.002150049,0.01270588,0.09937553,0.02027826,0.009395633,0.0001780564,0.02835816,0.0006403257,0.03988512,0.03705552,0.000254011,0.002659507,2.146685E-05,0.0001633492,3.068594E-05,0.01040243,6.67155E-05,0.005546976,0.0002181953,0.001070327,0.00882741,0.01948427,0.06813306,0.004369591,0.01745078,0.1212709,0.05229245,0.05663847,0.07200667,0.03254735,0.1822902,0.1908417,0.0597134,0.2712151,0.002817668,0.02703424,0.174253,0.0173407,0.08053795,0.03990883,0.03699223,1.191593,0.9371745,2.306897,1.742785,0.661329,0.2315507,0.7903416,0.1794852,0.1061528,1.768819,0.0007602291,0.0249862,0.1578362,0.2361718,6.142527,9.839721,21.78813,22.39248,41.37972,1.888813,33.72554,71.75314
3,0.01218693,0.1204003,0.07207534,0.0172633,0.01501318,0.04981056,0.01566291,0.001313153,0.05015023,0.03582949,0.001533965,0.003215197,0.008753269,0.002019263,0.005388591,0.002148831,0.01270543,0.0993305,0.02027745,0.009400126,0.0001757517,0.02832372,0.0006359544,0.03990288,0.03703559,0.0002555571,0.002661358,2.289936E-05,0.0001634315,3.061503E-05,0.01038711,6.672598E-05,0.005545808,0.0002182092,0.001051934,0.008843389,0.01947618,0.06813108,0.004369758,0.01745243,0.1213167,0.05228949,0.05661883,0.07201973,0.03255093,0.1823096,0.1908476,0.05972461,0.2712379,0.002817307,0.02703379,0.1742565,0.01734208,0.08048137,0.03992079,0.03698625,1.191581,0.9363188,2.299967,1.754731,0.6572131,0.2329048,0.7906166,0.1794961,0.1061395,1.768328,0.0007602306,0.02498682,0.157838,0.2361823,6.142426,9.839658,21.79079,22.39271,41.37945,1.890259,33.72428,71.75563
4,0.01217507,0.1205328,0.07209284,0.01726505,0.01501991,0.04975309,0.01567291,0.001312564,0.05014664,0.03582388,0.001527188,0.003215901,0.008752766,0.002026998,0.005388205,0.002147632,0.012705,0.09928598,0.02027669,0.009404588,0.0001761712,0.0282629,0.0006291792,0.03989524,0.03701586,0.0002589221,0.002655755,2.23563E-05,0.0001651923,3.063561E-05,0.01037272,6.673685E-05,0.005544656,0.0002182245,0.001052341,0.008844784,0.01944447,0.06812967,0.004369945,0.01745417,0.1213644,0.05228794,0.05659916,0.07203221,0.03255494,0.1823295,0.1908526,0.05973608,0.2712594,0.002816955,0.02703349,0.1742605,0.01734368,0.08042715,0.03993268,0.03697841,1.191581,0.9367807,2.323169,1.733736,0.6567764,0.2312844,0.7908956,0.1795067,0.1061279,1.767881,0.0007602313,0.02498754,0.1578403,0.2361932,6.14231,9.83953,21.78755,22.39268,41.37834,1.891671,33.72194,71.75535
5,0.01216323,0.1206646,0.07211022,0.01726678,0.01502664,0.0496957,0.01568286,0.001311977,0.05014285,0.03581829,0.001520442,0.003216589,0.008752242,0.002034751,0.00538793,0.002146439,0.01270457,0.09924148,0.02027599,0.009409012,0.0001798379,0.02821684,0.0006452504,0.0399179,0.0369963,0.0002576155,0.002658455,2.323868E-05,0.0001651636,3.066449E-05,0.0103651,6.674735E-05,0.005543528,0.0002182404,0.001056272,0.008833271,0.01943992,0.06812856,0.004370145,0.01745602,0.1214121,0.05229041,0.0565791,0.07204411,0.03255932,0.1823502,0.1908574,0.05974744,0.2712812,0.002816611,0.02703325,0.1742647,0.01734522,0.08037444,0.03994449,0.03697006,1.191586,0.9538177,2.296281,1.748751,0.6504666,0.229964,0.7911776,0.1795169,0.1061159,1.767429,0.0007602336,0.02498797,0.1578421,0.236205,6.142172,9.83969,21.78902,22.39257,41.37843,1.891371,33.72302,71.75141
6,0.01215139,0.1207959,0.07212745,0.01726855,0.01503336,0.04963809,0.01569278,0.001311391,0.05013906,0.0358127,0.00151373,0.003217276,0.008751781,0.002042537,0.005387581,0.00214528,0.01270418,0.09919666,0.02027533,0.009413396,0.0001755509,0.02819431,0.0006451806,0.039959,0.03697687,0.0002573904,0.002658453,2.288506E-05,0.0001664994,3.054264E-05,0.0103576,6.67569E-05,0.005542414,0.0002182554,0.001053577,0.008832309,0.01943329,0.06812774,0.004370352,0.01745799,0.1214598,0.05229406,0.05655897,0.07205545,0.03256398,0.1823705,0.1908621,0.05975702,0.2713051,0.002816272,0.02703307,0.1742687,0.01734682,0.0803234,0.0399562,0.03696164,1.191592,0.9223219,2.366185,1.707748,0.6553718,0.2299754,0.7914576,0.1795267,0.1061056,1.766976,0.0007602373,0.02498808,0.1578426,0.2362164,6.142043,9.83942,21.78162,22.39211,41.37714,1.891642,33.72032,71.75269
7,0.01213956,0.1209267,0.07214449,0.01727034,0.01504008,0.04958091,0.01570267,0.001310811,0.05013487,0.03580714,0.001507064,0.003217961,0.008751241,0.002050344,0.005387232,0.002144132,0.01270377,0.09915178,0.0202747,0.009417771,0.0001788865,0.02817683,0.0006474442,0.03994572,0.03695758,0.0002595623,0.002661011,2.252295E-05,0.0001689026,3.030019E-05,0.01034565,6.676641E-05,0.005541306,0.000218271,0.001062922,0.008811584,0.01944003,0.06812703,0.00437057,0.0174599,0.1215072,0.05230103,0.05653857,0.07206661,0.03256869,0.1823902,0.1908654,0.05976724,0.2713274,0.002815943,0.02703289,0.1742716,0.01734841,0.08027242,0.03996781,0.03695314,1.191602,0.9242859,2.351173,1.714494,0.6598766,0.2287723,0.7917176,0.1795353,0.1060951,1.766472,0.0007602421,0.02498807,0.1578426,0.2362275,6.141892,9.839105,21.77491,22.39148,41.37634,1.891319,33.71973,71.74895
8,0.01212783,0.1210568,0.07216133,0.01727215,0.0150468,0.04952401,0.0157125,0.001310232,0.05013055,0.03580157,0.001500448,0.003218632,0.008750646,0.002058186,0.005387024,0.002142966,0.01270336,0.0991074,0.02027404,0.009422114,0.000177334,0.02816042,0.0006537775,0.03994878,0.03693829,0.0002614167,0.002662452,2.160941E-05,0.0001698697,3.023917E-05,0.01032219,6.677605E-05,0.005540203,0.0002182858,0.00104834,0.008822792,0.01941612,0.06812616,0.004370784,0.01746186,0.1215553,0.05230733,0.0565188,0.07207819,0.03257366,0.1824103,0.1908677,0.05977865,0.2713477,0.002815615,0.02703262,0.1742734,0.01734982,0.08022162,0.03997934,0.03694497,1.19161,0.9098781,2.35225,1.710328,0.668795,0.2310735,0.7919482,0.1795429,0.1060835,1.765911,0.000760246,0.02498788,0.157841,0.2362382,6.141736,9.838834,21.77491,22.39087,41.37672,1.890886,33.7215,71.74586
9,0.01211625,0.1211865,0.07217805,0.01727398,0.0150535,0.04946788,0.01572229,0.001309654,0.05012624,0.03579603,0.00149391,0.003219291,0.008750056,0.00206603,0.00538686,0.002141818,0.01270297,0.09906455,0.0202734,0.00942645,0.0001786039,0.02816071,0.0006591255,0.03997317,0.03691914,0.0002586869,0.002662652,2.110199E-05,0.0001707649,3.044639E-05,0.01031208,6.678596E-05,0.005539112,0.0002183015,0.001056173,0.008808593,0.01941538,0.06812541,0.004371016,0.01746381,0.1216039,0.05231368,0.05649916,0.07208958,0.03257905,0.182431,0.1908697,0.0597923,0.2713674,0.002815294,0.02703232,0.1742754,0.01735115,0.0801713,0.03999079,0.03693695,1.191618,0.91166,2.337354,1.706059,0.6786082,0.2321442,0.7921641,0.1795495,0.1060709,1.765341,0.0007602492,0.02498776,0.1578381,0.2362483,6.141585,9.838828,21.78205,22.39067,41.37825,1.890636,33.72475,71.7468
10,0.01210482,0.1213157,0.07219462,0.01727581,0.0150602,0.04941251,0.01573202,0.001309075,0.05012185,0.0357905,0.001487441,0.003219939,0.008749441,0.002073899,0.005386719,0.002140661,0.01270256,0.09902266,0.02027282,0.009430744,0.000174923,0.02812208,0.0006510084,0.0400271,0.03690008,0.0002559545,0.00266673,2.217682E-05,0.0001719251,3.075289E-05,0.01030015,6.679638E-05,0.005538035,0.0002183161,0.001038648,0.008813293,0.01940578,0.06812508,0.004371261,0.01746568,0.1216506,0.05232009,0.05647921,0.07210093,0.03258455,0.1824531,0.1908723,0.05980578,0.271387,0.00281498,0.02703213,0.1742783,0.01735266,0.08012325,0.04000213,0.03692899,1.191636,0.9055499,2.354845,1.707032,0.6742711,0.2328811,0.7923854,0.1795566,0.1060607,1.764817,0.0007602487,0.02498826,0.157837,0.2362584,6.141473,9.838819,21.7813,22.39054,41.37784,1.890924,33.72292,71.75294
