Year,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
11,0.01357784,0.1078902,0.07329763,0.01499341,0.007938851,0.04229213,0.009855411,0.0005459057,0.03287283,0.04630156,0.003002443,0.001660088,0.006809966,0.006606855,0.0007814,0.002629349,0.01126584,0.05752945,0.01992427,0.007642851,0.0002086534,0.0353587,0.0001852306,0.01272867,0.03627617,0.001130611,0.007779478,0.0007990158,0.006915081,2.291427E-05,0.009950398,0.000381844,0.006099399,0.003785149,0.0005401577,0.00460443,0.00908083,0.0500805,0.008003705,0.01242871,0.1078568,0.04738349,0.07447426,0.03963827,0.02396165,0.1435104,0.15504,0.06618869,0.3819856,0.002594051,0.02040889,0.1487376,0.01544756,0.0894771,0.04772986,0.04742301,0.9453712,0.7382946,2.349516,1.444607,0.4886861,0.1697317,0.6977952,0.2106069,0.02195021,1.995604,0.01160481,0.006087227,0.05496991,0.1388256,5.578444,9.573617,20.84945,21.466,38.74317,5.022413,31.8149,68.6259
12,0.01367461,0.1089295,0.07332572,0.01506217,0.007891729,0.04230534,0.009861658,0.0005302376,0.03266765,0.04636567,0.00262147,0.00162815,0.006405229,0.007114608,0.0007238425,0.002556925,0.01079341,0.06054925,0.02079918,0.007660113,0.000204476,0.03548858,0.0001450468,0.01170523,0.03642933,0.001151445,0.007816901,0.0008030182,0.006930685,2.21819E-05,0.01035987,0.0003803135,0.00610856,0.003840095,0.0005014582,0.004546751,0.008530068,0.04998273,0.007991902,0.01258596,0.1094075,0.04587772,0.07480655,0.04000057,0.02473566,0.1437306,0.1538638,0.06710555,0.3868076,0.00259257,0.02030866,0.148958,0.01543684,0.0892711,0.04828694,0.04742717,0.9478796,0.72259,2.355235,1.438867,0.4940871,0.1709506,0.7001402,0.2166725,0.02178536,1.988453,0.01138513,0.005238016,0.05417484,0.1311375,5.57312,9.573254,20.85938,21.4734,38.7435,5.001432,31.81422,68.61961
13,0.01377582,0.1098922,0.07334062,0.01513063,0.007842652,0.04226477,0.00986059,0.0005038654,0.03238219,0.04643031,0.002154057,0.001564091,0.00564252,0.007603178,0.0006486077,0.002353728,0.00994738,0.06225445,0.0210939,0.007360471,0.0001999549,0.03520292,0.0001109609,0.01056001,0.03649768,0.001133573,0.007746175,0.0008065016,0.006881606,2.236636E-05,0.01078332,0.0003760448,0.006051749,0.003725431,0.0004598154,0.004240225,0.008003969,0.04971953,0.007920597,0.01248789,0.1099802,0.0431879,0.07521187,0.03963397,0.02458779,0.1426233,0.147762,0.06661746,0.3915608,0.002578605,0.01968407,0.1484939,0.01545305,0.08887862,0.04889954,0.04765738,0.9492008,0.7581134,2.357028,1.460276,0.4968067,0.1726,0.7033865,0.221128,0.02168647,1.982358,0.01118955,0.005096453,0.0535359,0.1217401,5.571941,9.574084,20.84573,21.48305,38.74012,5.005606,31.81101,68.61417
14,0.01388311,0.1107997,0.07334736,0.01519952,0.007792535,0.04223604,0.009859552,0.0004729697,0.03214465,0.04649686,0.001783447,0.001491337,0.004858275,0.008104593,0.0006770257,0.002131512,0.009219157,0.06413234,0.01986668,0.00711235,0.0002003253,0.03486903,0.0001064141,0.009422238,0.03662259,0.001109373,0.007625634,0.0008066298,0.006843655,2.284661E-05,0.0112066,0.0003733765,0.006004145,0.003582452,0.0004447881,0.003915342,0.007416891,0.04953982,0.007880229,0.01240029,0.1114998,0.04309395,0.07576539,0.03967916,0.02456977,0.1425268,0.1459596,0.06647956,0.3968567,0.002589633,0.01917233,0.1486741,0.01552947,0.08868293,0.04960862,0.04821039,0.9531088,0.7494895,2.403605,1.451885,0.5020523,0.1727253,0.706982,0.2240912,0.02166854,1.977333,0.01122523,0.005133652,0.05371125,0.1141883,5.571906,9.572577,20.8301,21.49254,38.73574,5.027822,31.80768,68.61289
15,0.01399615,0.1116382,0.0733474,0.01526967,0.007744121,0.0422271,0.009860101,0.0004382501,0.03196572,0.04656644,0.001587793,0.001434783,0.003887256,0.008534526,0.0007472702,0.001873061,0.008270196,0.0659258,0.01771823,0.006999879,0.0002046518,0.03442943,0.0001258615,0.008575293,0.03682435,0.001093798,0.007440073,0.0008087233,0.006764766,2.35314E-05,0.0115798,0.0003715021,0.005964678,0.003424607,0.0004430641,0.003827952,0.006742041,0.04959469,0.007864284,0.01231531,0.1128564,0.04415524,0.07637387,0.04021747,0.02460471,0.143108,0.1492672,0.06690365,0.4018199,0.002618834,0.01919933,0.1490957,0.01563495,0.08847819,0.05039404,0.04888427,0.9584152,0.7407326,2.368699,1.46655,0.4960527,0.1735134,0.7103201,0.2267918,0.02164051,1.973724,0.0115182,0.006085804,0.05470066,0.1125165,5.572368,9.580896,20.85195,21.49867,38.73664,5.029308,31.80701,68.61485
16,0.01411626,0.1124153,0.07334245,0.01534308,0.007702391,0.04224634,0.009863728,0.0004055132,0.03184397,0.04663892,0.001516963,0.001404837,0.002874161,0.008878811,0.000838251,0.001609729,0.006960546,0.06815329,0.01606024,0.006981698,0.0002088927,0.0341891,0.0001399186,0.008284776,0.03711065,0.001084205,0.007268099,0.0008133908,0.006689426,2.435765E-05,0.01187991,0.0003693297,0.005927006,0.003332532,0.0004396843,0.003920891,0.006242046,0.0497839,0.007874251,0.01227189,0.1141777,0.04544434,0.07705193,0.04110672,0.02463149,0.1438545,0.1544684,0.06772996,0.4057865,0.002663209,0.01963123,0.1495824,0.01576644,0.08816994,0.05128638,0.04980039,0.9636929,0.7023056,2.36573,1.45661,0.5019429,0.1736239,0.7124586,0.2307994,0.02158949,1.973055,0.01170442,0.006504291,0.05529424,0.1193642,5.573202,9.585505,20.87279,21.49301,38.73937,5.009281,31.81052,68.61537
17,0.01424462,0.113116,0.07333412,0.01542096,0.007671554,0.04231283,0.009875123,0.0003774035,0.03179007,0.0467151,0.001451899,0.001385732,0.002304536,0.009285701,0.001109786,0.001430377,0.005927893,0.07161351,0.01503551,0.007026572,0.0002062865,0.0342299,0.0001260061,0.008366292,0.03750167,0.001087973,0.007209555,0.0008205797,0.006724937,2.503388E-05,0.01211794,0.0003707069,0.005908903,0.003308825,0.0004199688,0.003985849,0.00600078,0.0499105,0.007920492,0.0123399,0.1164535,0.04615453,0.07770158,0.04220886,0.02487631,0.1445937,0.1563494,0.06865214,0.4084107,0.002715535,0.01988499,0.1499687,0.01588812,0.08757725,0.05223029,0.05067823,0.968491,0.7057816,2.326361,1.463006,0.4980722,0.1740754,0.7126088,0.236181,0.021504,1.973112,0.01162195,0.005951029,0.05498789,0.1334738,5.57436,9.582355,20.89407,21.47621,38.74136,5.005018,31.81279,68.6176
18,0.01437658,0.113716,0.07332275,0.0155016,0.007653187,0.04238171,0.009891565,0.0003497544,0.03174517,0.04679368,0.001311962,0.001357189,0.002019732,0.009788879,0.001557245,0.001301082,0.005236251,0.07512023,0.01421183,0.006986612,0.0001985738,0.03406313,9.784135E-05,0.008343418,0.03793894,0.00108258,0.007134464,0.0008238545,0.00676157,2.575893E-05,0.01231529,0.0003725418,0.005880498,0.003248229,0.0003894007,0.003816393,0.005880137,0.0498361,0.007969838,0.01237301,0.1184194,0.04496939,0.0781933,0.04306186,0.02490866,0.1444599,0.1523878,0.06882168,0.410061,0.002758126,0.01953764,0.1498424,0.01596987,0.08660802,0.05311371,0.0512341,0.9706741,0.6927934,2.328233,1.452694,0.5004858,0.1735957,0.7116519,0.2409864,0.02138246,1.971007,0.01134975,0.005366253,0.05402005,0.1491786,5.575836,9.576719,20.89753,21.45487,38.74227,5.004344,31.81371,68.61848
19,0.01450883,0.1141936,0.07330682,0.0155826,0.007645831,0.04245441,0.009915295,0.0003254002,0.03172836,0.04687245,0.001140361,0.001328011,0.001831354,0.01038377,0.002117581,0.001206151,0.004788535,0.07880565,0.01371599,0.00700805,0.0001940007,0.0338597,8.623755E-05,0.007993382,0.03841328,0.001093221,0.007083,0.0008282608,0.006761838,2.604203E-05,0.01249032,0.0003716189,0.005868813,0.00324404,0.000374934,0.003553028,0.005833035,0.04968412,0.008021315,0.01243655,0.1200537,0.0446563,0.07851811,0.04389568,0.02522554,0.1446292,0.149221,0.06893931,0.4120843,0.002794544,0.01899367,0.1498028,0.01603683,0.08547977,0.05388067,0.0515562,0.9705103,0.769842,2.336737,1.460608,0.5008481,0.1743697,0.7104792,0.2441159,0.02127363,1.965686,0.01124085,0.005109485,0.05367241,0.1609919,5.577256,9.566342,20.86122,21.43326,38.73508,5.017619,31.80572,68.60932
20,0.01463758,0.1145395,0.07328513,0.01566329,0.007646611,0.04257138,0.009951168,0.0003091431,0.03179111,0.04694955,0.001049801,0.001332038,0.001652941,0.01101999,0.002744944,0.001148102,0.00438227,0.08340166,0.0137083,0.00725152,0.0002016659,0.03375606,0.0001046515,0.007625175,0.03889582,0.001116171,0.007084774,0.0008360443,0.006725339,2.62064E-05,0.01262369,0.0003691287,0.005881168,0.003353784,0.000395791,0.003472593,0.005907197,0.04975278,0.008084725,0.0125971,0.1214898,0.04655334,0.07866944,0.0450719,0.02587743,0.1454035,0.1521712,0.06998084,0.4132362,0.002837161,0.01906321,0.149894,0.01604885,0.08400702,0.05450144,0.05166437,0.9676287,0.7503097,2.43161,1.445978,0.5009823,0.1741222,0.7090822,0.2460184,0.02116512,1.952478,0.01150408,0.005620062,0.05460531,0.1691331,5.576446,9.552627,20.8337,21.41606,38.72984,5.029877,31.80335,68.60301
21,0.01475994,0.114751,0.07325909,0.01573755,0.007653462,0.04264622,0.009981487,0.0002898682,0.03177731,0.04702299,0.001009554,0.001354121,0.001448117,0.01166635,0.003421847,0.001056353,0.003952148,0.08632364,0.01388743,0.00728207,0.000201962,0.03340894,0.0001127138,0.007344859,0.03921383,0.001098728,0.007021708,0.0008346753,0.006684974,2.632479E-05,0.01272877,0.0003676183,0.005823154,0.003325199,0.0004095304,0.003649362,0.00581538,0.04988026,0.008090572,0.01249288,0.1214274,0.04488444,0.0786828,0.04530912,0.02525485,0.1440655,0.1529128,0.0697922,0.4129857,0.002857119,0.01935875,0.1487023,0.01600311,0.08239369,0.05497827,0.05169433,0.9623826,0.7034928,2.343891,1.482055,0.4958845,0.1740648,0.7078862,0.2463357,0.02099195,1.951173,0.01157808,0.005709126,0.05483966,0.1740658,5.577939,9.562659,20.901,21.41671,38.73905,5.009481,31.81118,68.61367
22,0.01487975,0.1148598,0.07323411,0.01580654,0.007663473,0.04264633,0.009995359,0.0002645664,0.0316036,0.04709287,0.0009383048,0.00136482,0.001413484,0.01248408,0.003668883,0.0009659194,0.003730156,0.08678541,0.01423797,0.006991377,0.0001968109,0.03285768,9.9609E-05,0.007090433,0.03937392,0.001057411,0.006914106,0.0008321283,0.006668771,2.645109E-05,0.01280732,0.0003676903,0.005709586,0.00318257,0.0003879489,0.003759891,0.005652884,0.04987359,0.008031446,0.01215823,0.1197618,0.04132072,0.07866901,0.04425518,0.02379342,0.1415281,0.1484375,0.06806595,0.4136486,0.002839832,0.01929004,0.1467802,0.01601407,0.08120079,0.05533788,0.05168517,0.9572595,0.7256053,2.337497,1.457297,0.5086273,0.1728235,0.7079759,0.2456609,0.02089049,1.957671,0.01144934,0.005437041,0.05443707,0.1760171,5.580452,9.566174,20.89809,21.41596,38.73942,5.013993,31.80931,68.61404
23,0.01499954,0.1149576,0.07321145,0.01587459,0.007674526,0.04261937,0.01000551,0.0002430811,0.03145133,0.04716112,0.0008176071,0.001352822,0.001308518,0.01328263,0.003527552,0.000883186,0.003437933,0.08772258,0.01452456,0.006687394,0.0001871292,0.03252413,7.602303E-05,0.006793293,0.03961353,0.00103381,0.006826285,0.0008308864,0.006638138,2.654082E-05,0.01285666,0.0003660159,0.005628054,0.003186559,0.0003627128,0.003567807,0.005637072,0.04967703,0.008015837,0.01199948,0.1187162,0.04083058,0.07873833,0.04368999,0.02300799,0.1406521,0.143185,0.06677102,0.4159184,0.00283746,0.01873332,0.1463419,0.01611463,0.08047964,0.05567095,0.05167651,0.9537067,0.7237928,2.377218,1.464514,0.5001988,0.1760579,0.708616,0.2457961,0.02093069,1.958803,0.01116422,0.005220726,0.05342029,0.1751479,5.581641,9.562123,20.87713,21.41384,38.73717,5.013544,31.80779,68.60897
24,0.01511981,0.1150631,0.07319084,0.01594079,0.007686829,0.04254712,0.01000793,0.0002233233,0.03130742,0.04722895,0.000721642,0.00134577,0.001031796,0.01389031,0.003461713,0.0007676336,0.002925511,0.08885404,0.01483701,0.006322933,0.0001888898,0.03194204,8.267539E-05,0.006447095,0.03990601,0.001012701,0.006695727,0.0008274763,0.006588262,2.632964E-05,0.0128802,0.0003642657,0.0055265,0.003210298,0.000375249,0.003341762,0.005611696,0.04961081,0.008019186,0.01186301,0.1182736,0.04062369,0.07892021,0.0434279,0.02199216,0.1399081,0.1414464,0.06561845,0.4189722,0.002850039,0.01848797,0.1463501,0.01624071,0.08000378,0.05603036,0.05175194,0.9514892,0.7164235,2.324088,1.480502,0.5046631,0.1749419,0.7093954,0.2463853,0.02095919,1.961381,0.01138201,0.005616448,0.05427772,0.1775242,5.583524,9.568952,20.90849,21.4181,38.74181,5.01081,31.81187,68.61779
25,0.01524758,0.1151703,0.0731751,0.01600889,0.007704617,0.0423937,0.009993136,0.0001979591,0.03099963,0.04729794,0.0006823665,0.0013595,0.000674872,0.01417691,0.003814594,0.0005932717,0.002264938,0.08799452,0.01470189,0.005863774,0.0001919739,0.03095098,9.773727E-05,0.006182443,0.04013673,0.0009703304,0.006478537,0.0008290599,0.006540373,2.623156E-05,0.01289415,0.0003663519,0.005375454,0.0030403,0.0003897745,0.003449648,0.005388791,0.04982687,0.007981293,0.01149597,0.1174454,0.03878808,0.07920179,0.04239541,0.02029162,0.1380865,0.1413011,0.06387544,0.4223846,0.002840512,0.01877626,0.1453218,0.0164017,0.07992513,0.05640243,0.05189623,0.9519634,0.7523823,2.330109,1.448161,0.5074708,0.1756144,0.7103854,0.2464183,0.02096857,1.966313,0.01158338,0.00595443,0.0550359,0.1845077,5.583582,9.568492,20.89222,21.41083,38.73973,5.013842,31.80815,68.61387
26,0.01538706,0.1152282,0.07316146,0.01608367,0.007729884,0.04231937,0.009981684,0.0001758407,0.0307185,0.04737094,0.0006941115,0.001409554,0.0005183246,0.01470358,0.00438252,0.0004849793,0.001892575,0.08788228,0.01470475,0.005688146,0.0001949173,0.030386,0.0001238465,0.006282261,0.04047688,0.0009552105,0.006492503,0.0008313031,0.006745197,2.613179E-05,0.01292904,0.0003805889,0.005301895,0.002976624,0.0004089758,0.003728612,0.005301022,0.05030175,0.007995787,0.01135664,0.1172298,0.03957792,0.07952733,0.04169416,0.0195812,0.1381137,0.1467463,0.06335942,0.4255494,0.002837367,0.01963613,0.1446951,0.01658518,0.0799818,0.05671028,0.05201353,0.9535608,0.7686057,2.415853,1.467157,0.5032678,0.1772577,0.7103922,0.2463449,0.02098519,1.961049,0.01194945,0.006542563,0.05633719,0.193625,5.581297,9.554962,20.83129,21.39187,38.73107,5.023781,31.80241,68.60132
