TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
11,0.01350094,0.09665389,0.07226661,0.01472078,0.008577128,0.04536268,0.00994478,0.0008099336,0.03617199,0.04593289,0.0131939,0.002306503,0.007104607,0.003442637,0.005181489,0.003990529,0.01492896,0.06506377,0.01894853,0.009491609,0.0002266358,0.037105,0.0006767293,0.0426716,0.03631499,0.001112567,0.008291213,0.0007719817,0.007157185,2.513776E-05,0.01136051,0.0004270685,0.00640373,0.004434648,0.0007149444,0.00635522,0.01235696,0.05193778,0.008407621,0.01297169,0.1075403,0.05953444,0.07154989,0.04326177,0.02152202,0.1394358,0.1891742,0.0705329,0.2965893,0.002884763,0.02657844,0.1436512,0.01420458,0.07625368,0.04324874,0.04715959,0.8775548,0.7861297,2.352401,1.423495,0.4764305,0.1623539,0.6412889,0.1805718,0.02141981,2.00591,0.01252225,0.007878001,0.05752274,0.2026585,5.60843,9.579261,20.80944,21.40556,38.74706,5.021433,31.81563,68.62843
12,0.01349664,0.09674429,0.07228213,0.01472125,0.008570994,0.0453282,0.009945818,0.0008089329,0.03616142,0.04593565,0.01319565,0.0023078,0.007104632,0.003461548,0.005180991,0.003989697,0.01492833,0.06504444,0.01894691,0.009493705,0.0002269349,0.03707957,0.0006767592,0.04267957,0.03631281,0.001113878,0.008288654,0.0007724545,0.007156892,2.515507E-05,0.01133806,0.0004270146,0.006402496,0.004435126,0.0007171325,0.006348079,0.01235018,0.05193616,0.008407854,0.01297277,0.1075421,0.05953281,0.07152947,0.04327448,0.02152384,0.1394457,0.1891619,0.07053725,0.2965796,0.002884492,0.02657746,0.1436405,0.01420584,0.07619916,0.04326139,0.04715264,0.8775201,0.7847334,2.36795,1.423311,0.4759305,0.1622674,0.6414174,0.1805623,0.02141619,2.004877,0.01252228,0.007878235,0.05752186,0.2026709,5.608323,9.578716,20.80529,21.40514,38.7459,5.020776,31.81371,68.62641
13,0.01349237,0.09683432,0.07229761,0.01472179,0.008564868,0.04529207,0.009946848,0.000807745,0.03614894,0.04593838,0.01308522,0.002304235,0.007103135,0.003479451,0.005103074,0.003986925,0.01490279,0.06494357,0.01894496,0.009478341,0.0002255326,0.03704702,0.0006299837,0.04241916,0.0363081,0.001112661,0.008283384,0.0007740966,0.007148905,2.520992E-05,0.01131074,0.0004265808,0.006400894,0.004429977,0.0007059858,0.006329536,0.01233798,0.05190068,0.008405888,0.01296816,0.1074468,0.05919753,0.07150935,0.04326702,0.02152524,0.1394087,0.1880587,0.07043982,0.2965625,0.002883258,0.02647578,0.1436018,0.01420691,0.07613757,0.04327391,0.0471458,0.8773553,0.7712325,2.391128,1.41714,0.4791427,0.1621102,0.6415445,0.1803381,0.0214105,2.00382,0.01242949,0.007500289,0.05716026,0.2021396,5.607999,9.577803,20.80242,21.40466,38.74524,5.020441,31.81319,68.62284
14,0.01348811,0.09692429,0.07231279,0.01472232,0.008558737,0.04525523,0.00994783,0.0008064877,0.03613566,0.04594105,0.0129383,0.002299012,0.007101108,0.003497105,0.005003935,0.003983461,0.01486958,0.0648201,0.01894274,0.009457164,0.0002239368,0.03701964,0.0005944147,0.04215738,0.03630261,0.001114969,0.008275753,0.0007730268,0.007143554,2.529083E-05,0.01128355,0.0004260238,0.006399115,0.004423035,0.0006936658,0.006314404,0.01232348,0.05185533,0.00840324,0.01296189,0.1073212,0.05877693,0.07149006,0.04325294,0.02152704,0.1393608,0.186651,0.07031469,0.2965612,0.002881708,0.02634305,0.1435601,0.01420836,0.07607827,0.04328689,0.04713983,0.877171,0.781177,2.369599,1.429473,0.47861,0.1604737,0.6416904,0.1800589,0.0214052,2.002769,0.01232353,0.007157221,0.05675996,0.2014582,5.607611,9.57704,20.80492,21.40452,38.74584,5.021,31.81482,68.62054
15,0.01348385,0.09701453,0.07232788,0.01472276,0.008552563,0.04521778,0.009948708,0.0008051955,0.03612209,0.04594373,0.01277969,0.00229318,0.007098948,0.003514774,0.00490125,0.003979705,0.01483383,0.06469156,0.01894022,0.009433947,0.0002215047,0.03697616,0.0005610583,0.04189965,0.03629697,0.001115469,0.008270514,0.0007729196,0.007137708,2.540341E-05,0.01125618,0.0004254244,0.006397207,0.00441566,0.0006914338,0.006287639,0.01230641,0.05180789,0.00840034,0.01295522,0.1071901,0.05835149,0.07147199,0.04323674,0.02152962,0.1393142,0.1852006,0.07018124,0.2965859,0.002880047,0.02620261,0.1435243,0.01421057,0.07602424,0.0433007,0.04713498,0.8770059,0.7595532,2.394049,1.429669,0.4778098,0.1596747,0.6418614,0.1797794,0.02140106,2.001848,0.01222922,0.006929321,0.05641712,0.2007527,5.607267,9.576127,20.80705,21.40469,38.74614,5.020267,31.81487,68.62276
16,0.01347955,0.09710496,0.07234274,0.01472317,0.008546334,0.04517989,0.009949482,0.0008038815,0.03610814,0.04594636,0.01261829,0.002287123,0.007096697,0.003532539,0.004800624,0.003975735,0.01479706,0.06456266,0.01893743,0.009409974,0.0002186501,0.03693202,0.0005360154,0.04164198,0.03629139,0.001115425,0.008263361,0.0007728086,0.007131753,2.55057E-05,0.01123193,0.0004248106,0.006395221,0.004408295,0.000675813,0.006272776,0.01229049,0.05176121,0.008397356,0.01294861,0.1070581,0.05795213,0.07145557,0.04322043,0.02153308,0.1392731,0.1837995,0.07004977,0.2966419,0.002878338,0.02606249,0.143498,0.01421352,0.07597722,0.04331542,0.0471315,0.876869,0.747905,2.389908,1.435021,0.4829616,0.1595512,0.6420643,0.1795172,0.02139841,2.001099,0.01215246,0.00679712,0.0561496,0.2000662,5.607007,9.575645,20.81066,21.40528,38.74676,5.019272,31.81579,68.62318
17,0.01347528,0.09719598,0.07235753,0.01472348,0.008540075,0.04514182,0.009950164,0.0008025496,0.03609399,0.04594893,0.0124579,0.00228099,0.007094409,0.0035504,0.004703528,0.003971618,0.0147597,0.06443566,0.01893438,0.00938581,0.0002175259,0.03690962,0.0005113267,0.0413801,0.03628603,0.00111489,0.008257324,0.0007725741,0.0071264,2.56365E-05,0.01120649,0.0004241916,0.006393154,0.004401205,0.0006698904,0.006250345,0.01227332,0.05171606,0.008394343,0.01294216,0.1069317,0.05758289,0.07144057,0.04320361,0.02153772,0.1392385,0.1824798,0.06992249,0.296732,0.002876621,0.02592567,0.1434829,0.01421727,0.07593779,0.04333112,0.04712922,0.8767675,0.7516229,2.386938,1.430901,0.4826625,0.1609796,0.6422969,0.1792779,0.0213972,2.000549,0.0120926,0.006725972,0.05595328,0.1994143,5.606841,9.575446,20.81381,21.40614,38.74738,5.018811,31.81632,68.62426
18,0.01347095,0.09728724,0.07237206,0.01472381,0.008533764,0.04510324,0.009950771,0.0008012019,0.03607957,0.04595147,0.01229996,0.002274845,0.007092139,0.003568386,0.00461022,0.003967383,0.01472199,0.06431042,0.01893118,0.00936163,0.000216088,0.03687093,0.0004910675,0.04110985,0.03628095,0.00111438,0.008251159,0.0007730653,0.007119135,2.573869E-05,0.01117606,0.0004235721,0.006391022,0.00439435,0.0006603267,0.006224449,0.01225702,0.05167265,0.008391314,0.01293606,0.1068121,0.05724224,0.07142775,0.04318731,0.02154362,0.1392117,0.1812504,0.06979924,0.2968557,0.00287491,0.02579328,0.1434786,0.01422176,0.07590608,0.04334776,0.04712827,0.8766927,0.7644243,2.384468,1.423012,0.4778251,0.16096,0.6425623,0.1790617,0.0213974,2.000166,0.01204768,0.006689257,0.05581266,0.198802,5.606768,9.575413,20.81679,21.40718,38.74789,5.018378,31.81665,68.6254
19,0.01346654,0.09737897,0.07238659,0.01472402,0.008527431,0.0450639,0.009951283,0.0007998419,0.0360648,0.04595396,0.0121449,0.00226872,0.007089861,0.003586496,0.004520611,0.003963034,0.014684,0.06418656,0.01892781,0.009337542,0.0002151238,0.03682891,0.0004736839,0.04084202,0.03627619,0.001114869,0.008244338,0.0007717604,0.007113692,2.58261E-05,0.01114818,0.0004229561,0.006388855,0.004387705,0.0006492315,0.006202341,0.01223776,0.051631,0.008388311,0.01293027,0.1066953,0.05692718,0.07141621,0.04317163,0.02155084,0.1391921,0.1801115,0.06967802,0.2970146,0.002873203,0.02566557,0.1434847,0.01422688,0.07588227,0.04336538,0.04712838,0.8766521,0.7719988,2.379046,1.424789,0.4787963,0.1608951,0.642853,0.1788677,0.02139891,1.999943,0.012014,0.006670606,0.05571402,0.1982301,5.60674,9.575267,20.81563,21.40816,38.74774,5.01697,31.81569,68.62635
20,0.01346209,0.09747092,0.07240091,0.01472414,0.008521061,0.04502389,0.009951727,0.0007984688,0.03604981,0.04595642,0.01199301,0.002262638,0.007087571,0.003604719,0.00443462,0.003958591,0.0146458,0.06406455,0.01892435,0.00931367,0.0002128054,0.03679298,0.000457068,0.04055535,0.03627172,0.001114222,0.008239056,0.0007720978,0.007107194,2.594339E-05,0.01111741,0.0004223438,0.006386632,0.004381271,0.0006441525,0.006163265,0.01222692,0.05159097,0.008385336,0.01292486,0.1065856,0.05663963,0.07140668,0.04315671,0.02155938,0.1391793,0.1790577,0.06956079,0.2972055,0.002871515,0.02554256,0.1434996,0.01423261,0.07586562,0.04338387,0.0471293,0.8766486,0.7436741,2.419058,1.417452,0.477868,0.1606089,0.6431644,0.1786931,0.02140141,1.99983,0.01198878,0.006661053,0.05564611,0.1976974,5.606763,9.575188,20.8153,21.40912,38.7479,5.017117,31.81588,68.62486
21,0.01345765,0.09756339,0.07241507,0.01472433,0.008514671,0.04498404,0.00995211,0.0007970861,0.03603457,0.04595889,0.0118444,0.002256601,0.007085292,0.003623063,0.004352068,0.003954058,0.01460744,0.0639451,0.01892081,0.009290167,0.000211991,0.03676657,0.0004431226,0.04026833,0.03626766,0.00111493,0.008231649,0.0007733414,0.007099874,2.601716E-05,0.01108891,0.0004217361,0.006384398,0.004375043,0.0006445886,0.006122435,0.01221239,0.05155239,0.008382386,0.0129198,0.1064863,0.05638076,0.07139846,0.0431427,0.02156914,0.1391726,0.1780849,0.06945061,0.2974307,0.002869838,0.02542412,0.1435227,0.01423882,0.07585621,0.04340325,0.04713082,0.8766746,0.7429392,2.410583,1.420043,0.4762135,0.161306,0.6434932,0.178536,0.02140479,1.999804,0.01196995,0.006656083,0.05560086,0.1972016,5.606806,9.575476,20.81767,21.41012,38.74856,5.01959,31.81717,68.62437
22,0.01345322,0.09765606,0.0724292,0.01472451,0.008508254,0.04494399,0.009952436,0.0007956959,0.03601927,0.04596128,0.01169898,0.002250615,0.007083063,0.003641545,0.004272799,0.00395002,0.01456897,0.06382807,0.0189173,0.009267007,0.0002105408,0.03673781,0.0004339978,0.03998195,0.03626397,0.00111536,0.008224964,0.0007734569,0.00709233,2.60725E-05,0.01106058,0.0004211322,0.00638214,0.004369041,0.0006423625,0.006083145,0.0121989,0.05151537,0.008379484,0.01291507,0.1063937,0.05614563,0.07139219,0.0431296,0.02157992,0.1391722,0.1771882,0.06934515,0.2976901,0.002868182,0.02531015,0.1435535,0.01424546,0.07585391,0.04342344,0.04713289,0.87673,0.7287214,2.409233,1.426611,0.4761589,0.1607243,0.6438537,0.1783964,0.02140882,1.999875,0.01195589,0.006653484,0.05557219,0.1967414,5.606894,9.575951,20.81932,21.41112,38.74897,5.019906,31.81767,68.62689
23,0.01344886,0.09774921,0.0724431,0.01472472,0.008501836,0.04490416,0.0099527,0.0007943001,0.03600391,0.0459637,0.01155673,0.002244692,0.007080893,0.003660196,0.004196638,0.003945541,0.01453043,0.06371395,0.01891378,0.009244275,0.0002107878,0.0366898,0.0004267509,0.03969831,0.03626072,0.00111457,0.008219264,0.0007739938,0.007085686,2.619263E-05,0.01103124,0.0004205349,0.006379865,0.004363256,0.000640692,0.006040094,0.01218374,0.05147981,0.008376643,0.01291063,0.1063118,0.05593631,0.07138703,0.04311739,0.02159179,0.1391777,0.1763615,0.06924549,0.2979825,0.002866542,0.02520049,0.1435913,0.01425253,0.07585816,0.04344441,0.04713543,0.8768112,0.6880664,2.444484,1.420237,0.4745628,0.1624906,0.6442326,0.1782725,0.02141303,2.000044,0.01194545,0.006652098,0.0555554,0.1963148,5.60703,9.576851,20.82455,21.41232,38.75003,5.020584,31.81951,68.62812
24,0.01344461,0.09784281,0.07245693,0.0147249,0.008495387,0.04486524,0.009952937,0.0007928998,0.0359884,0.04596609,0.01141752,0.002238834,0.007078766,0.003678976,0.004123359,0.003940891,0.01449188,0.06360269,0.01891025,0.009222093,0.0002107805,0.03667471,0.0004226286,0.03941642,0.0362579,0.001114782,0.008213725,0.0007743045,0.007078278,2.627E-05,0.01100279,0.000419943,0.006377586,0.004357705,0.0006385295,0.005999187,0.01216816,0.05144544,0.008373876,0.01290649,0.1062404,0.05575141,0.07138313,0.04310624,0.0216047,0.1391892,0.1755994,0.06915399,0.2983083,0.002864932,0.02509494,0.1436364,0.01426004,0.07586975,0.04346615,0.04713842,0.8769183,0.6735247,2.439376,1.420478,0.4774136,0.1627858,0.6446288,0.1781645,0.02141748,2.000344,0.01193767,0.006651409,0.05554708,0.1959187,5.60722,9.578001,20.83374,21.41385,38.75176,5.019657,31.82217,68.63076
25,0.01344041,0.09793653,0.07247061,0.01472511,0.008488953,0.04483173,0.009954242,0.0007923233,0.03597661,0.04596848,0.01128381,0.002233619,0.007075696,0.003697887,0.004035591,0.003942763,0.01445335,0.06350902,0.01891362,0.009233491,0.000211589,0.03667356,0.0004160168,0.03912994,0.03625379,0.001119722,0.008219144,0.0007758765,0.007075546,2.633839E-05,0.01097498,0.0004193515,0.006382925,0.004352483,0.0006382695,0.005956648,0.01217022,0.05141243,0.008370273,0.01291359,0.1061219,0.0556527,0.07138079,0.04310524,0.02171252,0.1393159,0.1750162,0.06913166,0.2986673,0.002862425,0.02499848,0.1436961,0.01426863,0.07588626,0.04348861,0.04714299,0.877004,0.6791438,2.407612,1.422078,0.4743183,0.1636872,0.6450419,0.1778979,0.02141946,2.000838,0.01192848,0.006663829,0.05552948,0.1954721,5.607385,9.579502,20.84854,21.4158,38.75415,5.018046,31.82559,68.63479
26,0.01343623,0.09803047,0.07248429,0.01472518,0.008482501,0.04479944,0.009955815,0.0007920004,0.03596562,0.0459708,0.01115376,0.002228642,0.007072433,0.003716925,0.00394601,0.003946634,0.01441499,0.0634212,0.01891901,0.009255473,0.0002110938,0.03666073,0.0004113972,0.03882753,0.03624936,0.001125422,0.008224292,0.0007753063,0.007073738,2.64229E-05,0.01094286,0.0004187677,0.006390614,0.004347588,0.000640939,0.005909998,0.01217627,0.05138058,0.008366479,0.01292429,0.1059924,0.05558417,0.07138003,0.04310786,0.02184978,0.1394779,0.1745316,0.06912988,0.2990576,0.002859671,0.02490749,0.1437644,0.01427761,0.07590966,0.04351184,0.0471485,0.8770992,0.6991568,2.366782,1.421324,0.4768409,0.162858,0.645475,0.1776,0.02142096,2.00159,0.01192064,0.006675604,0.05551478,0.1950307,5.607581,9.581041,20.86102,21.41795,38.75564,5.016587,31.82663,68.64115
