Year,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
1,0.006313686,0.02425934,0.03800559,0.005362737,0.001942367,0.004748075,0.002327317,0.0001988964,0.00826762,0.03647046,0.003804701,0.0001307449,0.001409321,0.005953413,0.00259219,0.007156763,0.0132514,0.01065418,0.003177018,0.0003323122,9.772626E-06,0.001535629,0.0001040815,0.005801735,0.002610449,0.000218549,0.001137115,0.0002146178,0.003010496,5.215555E-07,0.004832635,0.0003863291,0.002511439,0.008698707,5.755471E-06,1.211704E-05,0.0005190899,0.005163012,0.0005915952,0.002118,0.0114444,0.03797308,0.07823955,0.01097584,0.0004227864,0.01153539,0.03104495,0.002950876,0.08583823,0.0002023511,0.0009449048,0.0704113,0.001611576,0.006954862,0.01717615,0.001253271,0.06298412,0.05251794,0.2206977,0.1092374,0.04974681,0.01510339,0.06219,0.04820259,0.001813768,0.7335095,0.01231008,0.002522376,0.01271597,0.0114217,1.916587,2.144737,7.462645,6.68049,10.82161,2.559828,10.81524,22.54218
2,0.006205941,0.02450594,0.03809546,0.00532569,0.001887702,0.004438298,0.002292591,0.0001924742,0.008142845,0.03653809,0.003707197,0.0001301167,0.001404918,0.006515404,0.002419209,0.007224975,0.01298001,0.01056853,0.003153961,0.0003228137,1.186319E-05,0.001510932,8.891201E-05,0.005621692,0.00257721,0.0001949683,0.001137887,0.0002162451,0.002917843,5.87085E-07,0.0046132,0.0003793294,0.002495511,0.008646634,6.408865E-06,8.68004E-06,0.0005204852,0.005155957,0.0005914663,0.002109928,0.01160085,0.03752944,0.07799914,0.01099028,0.0004227431,0.01159858,0.03054627,0.002926027,0.08630022,0.0002015585,0.0009278893,0.06963996,0.001628993,0.006978817,0.01718014,0.001254002,0.06326287,0.02787852,0.1419626,0.1099887,0.03805259,0.01487066,0.0623792,0.04820697,0.001813704,0.7315333,0.0120013,0.002360481,0.01259333,0.01130512,1.91188,2.160019,7.551294,6.685105,10.82969,2.562384,10.79477,22.51929
3,0.00610533,0.02475568,0.03817359,0.005291408,0.001836443,0.004162231,0.002260724,0.0001865894,0.008023813,0.03660261,0.003464505,0.000128997,0.001402243,0.007114402,0.002101504,0.007304471,0.0124983,0.01043857,0.003133711,0.0003149577,1.067382E-05,0.0015111,7.498635E-05,0.005366587,0.002547262,0.0002145957,0.001110819,0.0002237112,0.002788116,1.00255E-06,0.004336403,0.0003724254,0.002489271,0.008521687,4.76733E-06,9.607562E-06,0.0005311499,0.005147408,0.0005908992,0.002105069,0.01171928,0.03677632,0.0779352,0.01098657,0.0004298873,0.01169764,0.02970937,0.002896236,0.08707855,0.0002003316,0.0009027901,0.06898002,0.001651143,0.007060606,0.01720756,0.001256939,0.06358698,0.04930652,0.1585204,0.1041977,0.04048221,0.01352006,0.06258801,0.04800913,0.001816214,0.7306374,0.01186078,0.002293169,0.01249819,0.01107209,1.903023,2.16049,7.548164,6.683405,10.82753,2.562645,10.77712,22.49474
4,0.006011022,0.02501129,0.03824032,0.005259763,0.001788184,0.003915881,0.002231167,0.0001809592,0.007908046,0.03666496,0.003235826,0.0001282524,0.001404924,0.00777797,0.001820997,0.007354471,0.01206235,0.01027256,0.003118954,0.0003105539,8.957009E-06,0.001426156,7.653194E-05,0.005252854,0.002519418,0.0002056537,0.001131827,0.0002214098,0.002715929,1.646593E-06,0.004002847,0.0003665053,0.002486394,0.0082913,5.583438E-06,7.491524E-06,0.0005346865,0.005141404,0.0005891214,0.002099103,0.01181267,0.0359431,0.07804123,0.01095038,0.000439883,0.0117553,0.02916997,0.002874854,0.08812454,0.0001987584,0.0008830556,0.06831886,0.001662046,0.007171219,0.01725948,0.001259889,0.0638774,0.06693496,0.1788552,0.1059439,0.04052955,0.01452223,0.06285413,0.04765127,0.00181554,0.7287043,0.01194094,0.002346944,0.01249554,0.01090901,1.896885,2.148451,7.482145,6.68298,10.82701,2.564921,10.78368,22.49231
5,0.005922748,0.02526911,0.03829601,0.005230842,0.001742877,0.003694601,0.002202734,0.0001744823,0.007788932,0.03672522,0.002993608,0.0001273213,0.001410903,0.008514593,0.001590902,0.007271511,0.0116771,0.0100196,0.003094769,0.0003046445,7.823027E-06,0.001411612,6.92135E-05,0.004932229,0.002493292,0.0002128475,0.001123197,0.0002216617,0.002741887,2.572584E-06,0.003534219,0.0003607023,0.002474303,0.007894219,5.19306E-06,8.489121E-06,0.0005224256,0.005135276,0.0005862133,0.002081074,0.01187889,0.03447834,0.07829098,0.01084817,0.0004458508,0.01176507,0.02841958,0.002838819,0.08954013,0.0001967603,0.0008610472,0.06759591,0.001666532,0.00731919,0.01733192,0.00126193,0.06422233,0.06602392,0.209151,0.09998744,0.03605264,0.01492754,0.06325514,0.04736867,0.001814831,0.7264414,0.01184142,0.002293318,0.01252248,0.01070927,1.902403,2.141013,7.458347,6.681614,10.82379,2.568599,10.81025,22.53329
6,0.005841099,0.02552509,0.03834112,0.00520474,0.001700559,0.003496068,0.002175283,0.000167064,0.007651214,0.03678377,0.002709326,0.0001259595,0.001419437,0.009322103,0.001418786,0.007055305,0.01130666,0.009726644,0.003061202,0.000296488,1.026352E-05,0.001403486,6.888639E-05,0.004548792,0.002468667,0.0002024855,0.00111832,0.0002271792,0.00278993,3.750795E-06,0.002997287,0.0003545959,0.002456343,0.007383825,4.390158E-06,9.64836E-06,0.0005051246,0.005126786,0.0005812155,0.002054674,0.01193364,0.03254902,0.07866848,0.01067996,0.0004501767,0.01174781,0.02755965,0.002793356,0.09154266,0.0001942374,0.0008356716,0.06692448,0.001670669,0.007508426,0.01742312,0.001264012,0.06465434,0.03755933,0.1996,0.1265592,0.04334905,0.0153287,0.06399155,0.04743178,0.001815904,0.7234728,0.01183614,0.00227611,0.01252854,0.01042457,1.906859,2.147738,7.504781,6.683371,10.82406,2.567021,10.79746,22.52309
7,0.005766047,0.02577561,0.03837672,0.005181516,0.001661226,0.00331738,0.0021488,0.0001591568,0.007499461,0.0368422,0.002386936,0.0001241465,0.001433926,0.01022445,0.001258268,0.006757269,0.01094771,0.009419602,0.003046667,0.000286916,1.036697E-05,0.001346052,5.685784E-05,0.004248706,0.002444764,0.0002148604,0.00110964,0.0002243224,0.002835621,4.58192E-06,0.003112458,0.000348163,0.002438007,0.006847126,2.518144E-06,5.073131E-06,0.0004988757,0.005115841,0.0005740838,0.002023992,0.01198261,0.03037047,0.07916377,0.01045299,0.0004566872,0.01174726,0.02653634,0.002743253,0.09424248,0.0001911346,0.0008063316,0.06631657,0.001681979,0.007799399,0.01753086,0.00126575,0.06516105,0.02667405,0.134414,0.129016,0.04658377,0.01661444,0.0649867,0.04779355,0.0018187,0.7220871,0.01159956,0.002152613,0.01242365,0.01004372,1.902841,2.15493,7.530977,6.685329,10.82954,2.571173,10.79392,22.51473
8,0.005697052,0.02602871,0.03840646,0.005160908,0.001628472,0.003156311,0.002123351,0.0001515971,0.007364035,0.03690252,0.002032322,0.0001215641,0.001448706,0.01120228,0.001074003,0.006496675,0.01058978,0.009178538,0.002999791,0.0002762289,9.39969E-06,0.001326453,5.049743E-05,0.003812342,0.002425867,0.0002135859,0.001105483,0.000233652,0.002893709,5.223858E-06,0.003143591,0.0003417225,0.002421291,0.006628616,4.998034E-06,6.537165E-06,0.0004864051,0.00511352,0.0005731888,0.002004789,0.01208543,0.02914654,0.07978041,0.01030974,0.0004672531,0.01187497,0.02565322,0.002701912,0.09749353,0.0001893519,0.0007759659,0.06596641,0.001711631,0.008162272,0.01765788,0.001268196,0.06584456,0.04373244,0.1470581,0.08818894,0.04235287,0.01588693,0.06614008,0.04853201,0.001827195,0.7224326,0.01155665,0.002114171,0.01240688,0.009577188,1.900794,2.163381,7.560046,6.686771,10.83088,2.571819,10.78959,22.51553
9,0.005634545,0.02628461,0.0384311,0.005143495,0.001604225,0.003011681,0.002098624,0.000144004,0.007251217,0.03696531,0.001729837,0.0001189681,0.001463113,0.01227992,0.000958092,0.006249433,0.01026143,0.009002917,0.00294788,0.0002637654,9.872452E-06,0.001337385,5.241449E-05,0.003502875,0.002412108,0.0002084224,0.001105719,0.0002452262,0.002960153,5.830139E-06,0.00292236,0.0003358113,0.002397652,0.006568875,4.993709E-06,8.076187E-06,0.0004753626,0.005116072,0.0005753037,0.001991093,0.0122553,0.02845624,0.0804342,0.01023831,0.0004745414,0.01199751,0.02514079,0.002670063,0.1010253,0.000188604,0.0007530582,0.06577162,0.001739149,0.008569057,0.01780053,0.001270288,0.06664082,0.05550843,0.1300517,0.09777394,0.03688334,0.01510945,0.06731912,0.04957888,0.001835344,0.7221307,0.01160291,0.002131495,0.01242457,0.009140096,1.89834,2.162235,7.565512,6.686269,10.83112,2.570959,10.78415,22.50755
10,0.005578868,0.02653523,0.0384494,0.005129759,0.001581614,0.002883353,0.002075375,0.0001373015,0.00714507,0.03703069,0.00148612,0.000116888,0.001485572,0.01349986,0.0008939637,0.006077504,0.009953915,0.008928048,0.002952537,0.0002517733,1.057299E-05,0.00133772,4.93885E-05,0.00323386,0.002402451,0.000203872,0.001107958,0.0002424956,0.00301682,6.324874E-06,0.002230609,0.0003301688,0.002379568,0.006650123,4.665445E-06,7.311586E-06,0.0004550214,0.005119415,0.000577633,0.00198744,0.01249175,0.0282592,0.08109074,0.01021719,0.0004842489,0.01209425,0.024919,0.002658228,0.1046966,0.0001882309,0.0007362653,0.06564365,0.001757734,0.008970699,0.01794862,0.001270561,0.06747601,0.05170153,0.2108251,0.08363505,0.04122754,0.01389772,0.06835558,0.05072491,0.001841843,0.7206272,0.01162917,0.002114005,0.01241652,0.008744492,1.894349,2.151441,7.519289,6.684865,10.82642,2.571702,10.78054,22.49501
